99.100, 0.000
101.000, 1.428
104.000, 5.239
106.000, 10.192
108.000, 25.870
110.000, 21.974
113.000, 28.468
115.000, 35.295
117.000, 2.333
119.000, 49.382
122.000, 56.332
124.000, 43.902
126.000, 51.868
128.000, 69.669
131.000, 47.496
133.000, 75.286
135.000, 33.229
138.000, 30.305
140.000, 57.023
142.000, 53.575
144.000, 50.314
147.000, 56.605
149.000, 69.507
151.000, 64.870
153.000, 41.400
156.000, 26.600
158.000, 54.396
160.000, 68.956
162.000, 77.377
165.000, 61.288
167.000, 45.741
169.000, 32.683
171.000, 36.690
174.000, 90.794
176.000, 44.709
178.000, 48.649
180.000, 62.613
183.000, 36.600
185.000, 30.607
187.000, 14.633
189.000, 38.676
192.000, 42.734
194.000, 16.808
196.000, 9.102
199.000, 24.995
201.000, 9.130
203.000, 33.273
205.000, 17.434
208.000, 1.613
210.000, 15.811
212.000, 10.026
214.000, 5.742
217.000, 18.508
219.000, 42.774
221.000, 17.059
223.000, 48.634
226.000, 5.696
228.000, 50.047
230.000, 24.418
232.000, 8.808
235.000, 3.214
237.000, 2.365
239.000, 7.931
241.000, 36.516
244.000, 10.974
246.000, 5.442
248.000, 19.918
250.000, 24.399
253.000, 28.887
255.000, 23.379
257.000, 37.874
259.000, 32.374
262.000, 16.878
264.000, 31.387
266.000, 45.899
269.000, 50.417
271.000, 44.910
273.000, 49.393
275.000, 63.881
278.000, 68.375
280.000, 52.868
282.000, 37.370
284.000, 61.839
287.000, 46.324
289.000, 60.850
291.000, 95.391
293.000, 99.944
296.000, 54.512
298.000, 89.115
300.000, 93.731
302.000, 98.365
305.000, 123.010
307.000, 137.667
309.000, 122.339
311.000, 127.025
314.000, 121.724
316.000, 196.434
318.000, 231.154
320.000, 205.882
323.000, 180.621
325.000, 195.367
327.000, 190.122
329.000, 234.885
332.000, 249.656
334.000, 254.431
336.000, 249.210
339.000, 254.001
341.000, 288.801
343.000, 283.813
345.000, 328.848
348.000, 323.890
350.000, 298.934
352.000, 313.976
354.000, 369.014
357.000, 364.046
359.000, 379.071
361.000, 394.087
363.000, 399.094
366.000, 414.092
368.000, 419.079
370.000, 394.052
372.000, 409.012
375.000, 373.960
377.000, 378.897
379.000, 353.821
381.000, 368.735
384.000, 373.643
386.000, 318.542
388.000, 433.433
390.000, 368.320
393.000, 383.122
395.000, 367.923
397.000, 372.715
400.000, 387.494
402.000, 352.273
404.000, 337.055
406.000, 321.775
409.000, 326.501
411.000, 331.231
413.000, 325.908
415.000, 300.615
418.000, 315.349
420.000, 320.089
422.000, 294.834
424.000, 329.586
427.000, 294.377
429.000, 259.116
431.000, 263.776
433.000, 288.552
436.000, 323.426
438.000, 278.166
440.000, 281.797
442.000, 254.386
445.000, 229.079
447.000, 233.889
449.000, 238.763
451.000, 243.325
454.000, 228.121
456.000, 203.113
458.000, 217.318
460.000, 232.194
463.000, 197.089
465.000, 161.980
467.000, 173.443
470.000, 168.620
472.000, 163.698
474.000, 158.956
476.000, 145.972
479.000, 151.656
481.000, 166.972
483.000, 211.619
485.000, 126.907
488.000, 142.187
490.000, 167.287
492.000, 152.732
494.000, 129.759
497.000, 124.787
499.000, 109.986
501.000, 75.435
503.000, 101.021
506.000, 136.225
508.000, 111.320
510.000, 86.586
512.000, 101.791
515.000, 107.073
517.000, 72.480
519.000, 68.006
521.000, 83.336
524.000, 78.698
526.000, 94.044
528.000, 129.283
530.000, 144.647
533.000, 79.948
535.000, 135.095
537.000, 80.133
540.000, 105.342
542.000, 120.628
544.000, 115.991
546.000, 101.246
549.000, 106.299
551.000, 91.383
553.000, 126.776
555.000, 121.828
558.000, 87.050
560.000, 132.255
562.000, 167.538
564.000, 132.665
567.000, 137.644
569.000, 92.619
571.000, 117.604
573.000, 102.619
576.000, 118.129
578.000, 133.871
580.000, 139.023
582.000, 154.112
585.000, 139.371
587.000, 114.519
589.000, 109.464
591.000, 124.437
594.000, 139.394
596.000, 144.292
598.000, 139.399
600.000, 164.396
603.000, 129.282
605.000, 114.290
607.000, 139.188
610.000, 114.115
612.000, 99.164
614.000, 114.149
616.000, 129.117
619.000, 134.440
621.000, 159.561
623.000, 74.478
625.000, 129.470
628.000, 94.260
630.000, 89.219
632.000, 114.348
634.000, 119.366
637.000, 84.182
639.000, 118.981
641.000, 124.043
643.000, 108.995
646.000, 84.024
648.000, 69.130
650.000, 54.126
652.000, 49.153
655.000, 84.396
657.000, 99.716
659.000, 84.833
661.000, 69.888
664.000, 74.788
666.000, 60.089
668.000, 44.955
671.000, 69.944
673.000, 95.329
675.000, 60.612
677.000, 35.784
680.000, 50.847
682.000, 35.846
684.000, 30.928
686.000, 96.376
689.000, 91.528
691.000, 36.928
693.000, 42.096
695.000, 57.155
698.000, 12.848
700.000, 39.100
702.000, 55.247
704.000, 60.608
707.000, 55.680
709.000, 21.001
711.000, 2.836
713.000, 33.937
716.000, 1.312
718.000, 42.826
720.000, 15.646
722.000, 10.591
725.000, 14.505
727.000, 10.339
729.000, 6.013
731.000, 41.078
734.000, 3.919
736.000, 38.732
738.000, 76.729
741.000, 41.776
743.000, 1.888
745.000, 6.788
747.000, 48.006
750.000, 72.739
752.000, 37.642
754.000, 52.760
756.000, 37.693
759.000, 12.523
761.000, 2.487
763.000, 31.979
765.000, 27.026
768.000, 31.638
770.000, 56.182
772.000, 30.846
774.000, 45.536
777.000, 79.926
779.000, 104.156
781.000, 68.506
783.000, 52.836
786.000, 36.819
788.000, 61.153
790.000, 105.605
792.000, 99.666
795.000, 33.752
797.000, 107.492
799.000, 71.490
801.000, 75.422
804.000, 59.239
806.000, 92.989
808.000, 136.578
811.000, 140.068
813.000, 123.527
815.000, 116.956
817.000, 10.354
820.000, 5.972
822.000, 87.676
824.000, 101.444
826.000, 64.958
829.000, 88.219
831.000, 131.412
833.000, 124.570
835.000, 127.695
838.000, 150.788
840.000, 94.041
842.000, 117.319
844.000, 140.344
847.000, 113.303
849.000, 136.334
851.000, 129.392
853.000, 102.523
856.000, 115.540
858.000, 118.351
860.000, 41.100
862.000, 83.820
865.000, 126.567
867.000, 109.339
869.000, 152.137
872.000, 114.822
874.000, 77.671
876.000, 100.405
878.000, 143.257
881.000, 145.856
883.000, 88.526
885.000, 111.128
887.000, 93.662
890.000, 76.079
892.000, 98.521
894.000, 91.125
896.000, 43.801
899.000, 26.406
901.000, 68.941
903.000, 81.499
905.000, 114.033
908.000, 26.173
910.000, 118.662
912.000, 90.860
914.000, 13.117
917.000, 25.442
919.000, 47.950
921.000, 70.134
923.000, 82.083
926.000, 63.934
928.000, 5.968
930.000, 48.479
932.000, 11.087
935.000, 43.755
937.000, 65.811
939.000, 2.316
942.000, 10.591
944.000, 8.972
946.000, 13.109
948.000, 55.802
951.000, 20.194
953.000, 7.572
955.000, 16.347
957.000, 24.954
960.000, 3.211
962.000, 23.388
964.000, 50.008
966.000, 44.685
969.000, 0.609
971.000, 2.418
973.000, 53.960
975.000, 65.760
978.000, 37.424
980.000, 7.116
982.000, 51.266
984.000, 6.897
987.000, 43.684
989.000, 94.271
991.000, 106.035
993.000, 67.748
996.000, 39.623
998.000, 64.180
1000.000, 87.096
1000.000, 58.408
1000.000, 158.054
1010.000, 48.349
1010.000, 118.062
1010.000, 128.080
1010.000, 98.130
1020.000, 87.879
1020.000, 147.286
1020.000, 176.920
1020.000, 146.82
1030.000, 146.388
1030.000, 215.591
1030.000, 134.416
1030.000, 103.192
1030.000, 182.194
1040.000, 171.239
1040.000, 239.907
1040.000, 178.538
1040.000, 187.196
1050.000, 205.582
1050.000, 213.845
1050.000, 242.215
1050.000, 280.685
1050.000, 279.111
1060.000, 267.478
1060.000, 275.766
1060.000, 193.511
1060.000, 190.974
1070.000, 158.976
1070.000, 206.987
1070.000, 254.776
1070.000, 262.622
1070.000, 270.618
1080.000, 298.527
1080.000, 286.395
1080.000, 224.261
1080.000, 211.861
1090.000, 259.513
1090.000, 317.212
1090.000, 244.730
1090.000, 232.297
1100.000, 209.765
1100.000, 227.040
1100.000, 264.314
1100.000, 281.539
1100.000, 268.315
1110.000, 255.221
1110.000, 242.258
1110.000, 229.124
1110.000, 246.062
1120.000, 202.737
1120.000, 219.155
1120.000, 185.576
1120.000, 232.115
1120.000, 208.582
1130.000, 214.686
1130.000, 220.762
1130.000, 236.674
1130.000, 222.429
1140.000, 178.211
1140.000, 153.885
1140.000, 159.264
1140.000, 164.489
1140.000, 149.845
1150.000, 145.191
1150.000, 220.621
1150.000, 135.578
1150.000, 180.955
1160.000, 166.134
1160.000, 140.841
1160.000, 95.530
1160.000, 130.255
1170.000, 185.427
1170.000, 180.492
1170.000, 125.450
1170.000, 69.973
1170.000, 54.387
1180.000, 38.431
1180.000, 93.122
1180.000, 128.371
1180.000, 102.300
1190.000, 135.902
1190.000, 69.551
1190.000, 25.274
1190.000, 10.630
1190.000, 33.188
1200.000, 105.825
1200.000, 98.104
1200.000, 39.802
1200.000, 42.694
1210.000, 15.911
1210.000, 32.376
1210.000, 28.694
1210.000, 6.045
1210.000, 26.407
1220.000, 19.392
1220.000, 12.927
1220.000, 25.526
1220.000, 22.385
1230.000, 10.134
1230.000, 61.330
1230.000, 43.881
1230.000, 7.502
1240.000, 10.009
1240.000, 1.865
1240.000, 36.676
1240.000, 15.177
1240.000, 6.217
1250.000, 107.098
1250.000, 48.280
1250.000, 98.616
1250.000, 59.156
1260.000, 59.527
1260.000, 73.827
1260.000, 128.668
1260.000, 103.251
1260.000, 78.005
1270.000, 92.350
1270.000, 137.209
1270.000, 191.753
1270.000, 216.475
1280.000, 201.518
1280.000, 176.568
1280.000, 181.207
1280.000, 265.228
1280.000, 199.744
1290.000, 384.521
1290.000, 279.233
1290.000, 333.354
1290.000, 437.883
1300.000, 442.054
1300.000, 425.911
1300.000, 390.236
1300.000, 424.425
1310.000, 438.232
1310.000, 491.824
1310.000, 605.073
1310.000, 678.455
1310.000, 731.728
1320.000, 805.078
1320.000, 1007.565
1320.000, 1349.920
1320.000, 2172.011
1330.000, 4484.416
1330.000, 8766.684
1330.000, 14748.106
1330.000, 20130.008
1330.000, 20511.756
1340.000, 15291.607
1340.000, 9371.318
1340.000, 4952.230
1340.000, 2472.669
1350.000, 1307.398
1350.000, 866.540
1350.000, 725.785
1350.000, 670.238
1350.000, 587.028
1360.000, 531.619
1360.000, 537.497
1360.000, 429.524
1360.000, 365.916
1370.000, 351.558
1370.000, 395.034
1370.000, 340.139
1370.000, 285.946
1380.000, 333.418
1380.000, 370.354
1380.000, 228.332
1380.000, 215.864
1380.000, 213.727
1390.000, 213.170
1390.000, 262.069
1390.000, 251.304
1390.000, 200.510
1400.000, 160.050
1400.000, 159.373
1400.000, 158.475
1400.000, 177.338
1400.000, 185.972
1410.000, 74.371
1410.000, 92.528
1410.000, 80.467
1410.000, 78.170
1420.000, 145.649
1420.000, 192.908
1420.000, 50.003
1420.000, 6.973
1420.000, 53.875
1430.000, 20.981
1430.000, 18.361
1430.000, 14.033
1430.000, 73.737
1440.000, 62.088
1440.000, 120.545
1440.000, 49.063
1440.000, 37.605
1450.000, 76.093
1450.000, 94.239
1450.000, 72.053
1450.000, 30.278
1450.000, 54.435
1460.000, 108.180
1460.000, 105.735
1460.000, 13.685
1460.000, 102.962
1470.000, 118.359
1470.000, 68.410
1470.000, 48.669
1470.000, 14.832
1470.000, 7.941
1480.000, 22.304
1480.000, 188.075
1480.000, 173.902
1480.000, 147.295
1490.000, 67.799
1490.000, 127.100
1490.000, 114.284
1490.000, 42.295
1490.000, 5.355
1500.000, 0.000
