304.709	0
306.069	61.406
307.428	171.297
308.788	249.09
310.147	493.926
311.507	4.367
312.865	148.168
314.224	719.762
315.583	669.094
316.941	798.109
318.299	644.574
319.657	952.445
321.015	78.297
322.372	193.473
323.729	818.898
325.086	7.301
326.443	487.039
327.8	376.625
329.156	295.047
330.512	522.117
331.868	698.902
333.224	1075.785
334.579	1002.594
335.935	1060.746
337.29	1502.66
338.645	2070.066
339.999	2444.957
341.354	2495.352
342.708	3027.539
344.062	3147.566
345.416	3453.297
346.769	3883.84
348.123	3898.938
349.476	4348.574
350.829	4143.164
352.182	4273.184
353.534	3959.469
354.887	4053.539
356.239	3745.918
357.591	3393.391
358.942	3369.176
360.294	3060.379
361.645	3269.598
362.996	3302.277
364.347	3238.008
365.698	3824.191
367.048	3331.637
368.398	4003.703
369.748	3667.422
371.098	4765.031
372.448	4279.199
373.797	4378.484
375.146	4993.727
376.495	4754.492
377.844	5271.461
379.192	4942.059
380.54	4765.203
381.889	5137.484
383.236	4993.004
384.584	5181.32
385.932	4543.492
387.279	4549.52
388.626	4500.055
389.973	4214.023
391.319	4652.656
392.666	3687.887
394.012	4212.254
395.358	3746.922
396.704	3512.008
398.049	3527.492
399.394	3123.336
400.74	3289.516
402.084	2396.008
403.429	2442.773
404.774	2279.777
406.118	1906.984
407.462	1894.371
408.806	1741.898
410.15	1359.553
411.493	1397.291
412.836	1525.105
414.179	1362.963
415.522	960.844
416.865	1448.713
418.207	836.547
419.549	1164.307
420.891	1101.949
422.233	909.445
423.575	616.75
424.916	353.855
426.257	680.746
427.598	507.418
428.939	343.871
430.279	240.098
431.619	23.895
432.959	131.887
434.299	32.561
435.639	177.236
436.978	167.822
438.318	357.414
439.657	77.039
440.996	128.822
442.334	325.016
443.673	101.516
445.011	378.342
446.349	45.549
447.687	313.127
449.024	261.182
450.361	189.762
451.699	308.98
453.036	121.102
454.372	100.521
455.709	159.188
457.045	107.215
458.381	104.594
459.717	471.396
461.053	11.998
462.388	844.43
463.724	610.883
465.059	657.383
466.394	1141.75
467.728	926.051
469.063	1370.133
470.397	1263.881
471.731	1617.461
473.065	1870.768
474.398	1893.701
475.732	2176.441
477.065	2348.891
478.398	2431.152
479.731	2663.154
481.063	2624.902
482.396	2982.953
483.728	2984.137
485.06	3205.123
486.391	3324.729
487.723	3065.127
489.054	3795.199
490.385	3544.646
491.716	3964.15
493.047	4053.381
494.377	3952.316
495.708	4560.936
497.038	4009.209
498.368	4507.156
499.697	4204.652
501.027	4981.73
502.356	4588.404
503.685	5004.566
505.014	5090.289
506.342	5125.508
507.671	5380.316
508.999	5284.646
510.327	5398.514
511.655	5752.004
512.982	5635.086
514.31	6157.758
515.637	5730.062
516.964	6111.92
518.291	6643.312
519.617	6174.236
520.944	6814.666
522.27	6894.643
523.596	6844.154
524.921	6953.148
526.247	7271.578
527.572	7769.428
528.897	7536.553
530.222	7922.934
531.547	7898.518
532.871	8233.18
534.196	8556.861
535.52	8399.57
536.844	8501.402
538.167	9152.342
539.491	8872.533
540.814	9542.227
542.137	9121.418
543.46	9890.131
544.783	9618.537
546.105	10016.652
547.427	10114.496
548.749	10072.098
550.071	10659.48
551.393	10666.66
552.714	10993.652
554.035	11170.461
555.356	11077.086
556.677	11843.512
557.998	11429.744
559.318	12105.777
560.638	11881.605
561.958	12177.104
563.278	12932.521
564.597	12537.098
565.917	13099.895
567.236	12972.414
568.555	13434.068
569.874	14163.896
571.192	13913.645
572.511	14374.332
573.829	14643.465
575.147	14871.326
576.464	15560.863
577.782	14817.051
579.099	16307.426
580.416	16335.789
581.733	16503.938
583.05	17409.268
584.366	17031.404
585.683	17827.604
586.999	18021.766
588.315	18593.656
589.63	19633.324
590.946	19464.533
592.261	20712.803
593.576	20443.717
594.891	21205.477
