Depth (nm)	Load (µN)
812.106723	7009.902233
812.053743	7005.887413
812.017437	7001.870474
812.200784	6997.892668
812.179078	6993.890883
811.926724	6989.885406
812.125933	6985.855338
811.972143	6981.882127
812.116617	6977.887353
812.108353	6973.868943
812.034145	6969.832329
812.147281	6965.845628
811.986703	6961.886917
811.975126	6957.848678
812.094255	6953.887881
812.05072	6949.839584
812.027276	6945.871004
811.939783	6941.862771
811.733268	6937.832741
811.961473	6933.86878
811.870991	6929.828907
811.859301	6925.860777
811.855767	6921.839198
811.960993	6917.855758
811.901996	6913.855128
812.159267	6909.837269
811.832319	6905.838467
811.964468	6901.841154
811.916663	6897.835422
812.058629	6893.841398
811.919976	6889.832732
812.007901	6885.835506
811.911011	6881.811994
811.842025	6877.833057
811.845768	6873.827019
811.750968	6869.813275
811.814207	6865.823048
811.841722	6861.825292
811.643541	6857.811473
811.783162	6853.796456
811.731392	6849.85969
811.778441	6845.806123
811.905198	6841.807636
811.85454	6837.821646
811.743435	6833.783237
811.856274	6829.831575
811.689703	6825.783033
811.667583	6821.790516
811.747499	6817.829225
811.706684	6813.77371
811.569648	6809.804215
811.601817	6805.796648
811.561642	6801.752668
811.591228	6797.803375
811.688311	6793.804647
811.655402	6789.779357
811.559232	6785.772967
811.53921	6781.787504
811.54814	6777.786735
811.446376	6773.766011
811.609453	6769.78482
811.444277	6765.785052
811.545808	6761.748502
811.56807	6757.767859
811.366792	6753.774668
811.416776	6749.738229
811.504572	6745.800005
811.554343	6741.754347
811.507748	6737.746656
811.622248	6733.787369
811.520241	6729.735269
811.691226	6725.767473
811.459918	6721.747933
811.441973	6717.72876
811.510323	6713.785179
811.453414	6709.730742
811.656036	6705.735427
811.412414	6701.757916
811.506755	6697.741513
811.420095	6693.728535
811.551169	6689.736054
811.36391	6685.72691
811.337593	6681.752561
811.339995	6677.743558
811.264291	6673.707538
811.312501	6669.748969
811.354423	6665.718374
811.187387	6661.696376
811.269614	6657.735473
811.313863	6653.732186
811.188767	6649.716854
811.192152	6645.71725
811.222923	6641.710307
811.315606	6637.700764
811.25181	6633.725958
811.437509	6629.702967
811.381885	6625.718282
811.174413	6621.718397
811.190351	6617.693776
811.126065	6613.689768
811.120944	6609.715565
811.228055	6605.69796
811.093923	6601.69162
811.187065	6597.689387
811.098837	6593.717385
811.072545	6589.686681
811.051935	6585.688746
811.081471	6581.675789
811.047607	6577.695864
811.044519	6573.670139
811.034114	6569.691023
810.959875	6565.664502
811.0467	6561.680649
811.048643	6557.69643
811.00673	6553.669391
810.973334	6549.661964
811.103568	6545.692715
810.930533	6541.647394
811.068027	6537.666578
811.118234	6533.684561
811.024772	6529.642584
811.058224	6525.64104
811.134516	6521.683654
811.180896	6517.660158
810.8582	6513.657303
810.759875	6509.646663
810.960074	6505.672124
810.906659	6501.641536
810.912751	6497.655138
810.771462	6493.657787
810.737766	6489.637928
810.927854	6485.645706
810.840397	6481.62536
810.939553	6477.641953
810.898772	6473.639037
810.786737	6469.637849
810.879889	6465.648427
810.640435	6461.614379
810.721213	6457.622968
810.825835	6453.631978
810.679715	6449.63934
810.768864	6445.619479
810.572266	6441.623893
810.652142	6437.611612
810.715402	6433.614312
810.667467	6429.619521
810.701801	6425.61327
810.573091	6421.598145
810.781341	6417.621713
810.826856	6413.613925
810.639955	6409.581565
810.701945	6405.622051
810.666529	6401.613355
810.555273	6397.593594
810.776545	6393.595809
810.66543	6389.593177
810.528342	6385.592592
810.592866	6381.607508
810.447097	6377.561978
810.466967	6373.607669
810.654935	6369.583377
810.528222	6365.576939
810.428908	6361.59074
810.60119	6357.576075
810.61071	6353.587321
810.517511	6349.585889
810.576048	6345.572986
810.713002	6341.563962
810.695526	6337.597238
810.575123	6333.574952
810.484897	6329.562545
810.454037	6325.560871
810.450215	6321.538992
810.47904	6317.602441
810.509585	6313.526426
810.567889	6309.558852
810.489364	6305.564202
810.547325	6301.566491
810.643666	6297.557994
810.539486	6293.555939
810.660826	6289.564437
810.711684	6285.510001
810.630033	6281.577556
810.463798	6277.545486
810.470741	6273.532489
810.473741	6269.548948
810.313032	6265.537795
810.326884	6261.549893
810.499778	6257.539921
810.43898	6253.513616
810.411259	6249.541436
810.255158	6245.535756
810.286579	6241.52075
810.415506	6237.537473
810.396025	6233.516532
810.438424	6229.519712
810.315496	6225.536468
810.404188	6221.507953
810.332125	6217.527094
810.337491	6213.509825
810.346925	6209.50146
810.368117	6205.50792
810.372827	6201.500374
810.319437	6197.525727
810.265407	6193.507303
810.306291	6189.485568
810.432888	6185.508077
810.35372	6181.502881
810.181193	6177.496791
810.291245	6173.510358
810.335675	6169.494895
810.210915	6165.495838
810.181274	6161.489171
810.294111	6157.489901
810.172586	6153.488734
810.290869	6149.488548
810.255787	6145.481045
810.423635	6141.483098
810.112764	6137.456719
810.265718	6133.493497
810.241475	6129.46989
810.221932	6125.469517
810.108046	6121.475179
810.077709	6117.475737
810.139325	6113.464362
810.224515	6109.46339
810.122814	6105.453857
810.18058	6101.441247
810.21789	6097.486532
809.965391	6093.44897
810.071795	6089.442396
810.207074	6085.445303
810.022223	6081.468509
809.971915	6077.461769
809.933554	6073.439406
809.954973	6069.466707
809.905719	6065.446166
809.964014	6061.449663
809.989327	6057.431142
809.75855	6053.443629
809.791633	6049.452844
809.880016	6045.415022
809.954959	6041.457503
809.928086	6037.427379
809.987328	6033.436435
809.828174	6029.42094
809.921874	6025.42556
810.095678	6021.433255
809.844564	6017.415801
809.717261	6013.413673
809.771758	6009.414561
809.668512	6005.438273
809.700285	6001.402615
809.69142	5997.423858
809.852579	5993.407122
809.753184	5989.400039
809.769262	5985.424898
809.684082	5981.400251
809.808667	5977.403214
809.808277	5973.409555
809.671362	5969.367695
809.69633	5965.432293
809.676466	5961.394365
809.634716	5957.409696
809.626944	5953.371787
809.612167	5949.40444
809.65396	5945.368621
809.576843	5941.386244
809.802559	5937.40092
809.676125	5933.381757
809.809132	5929.387565
809.818613	5925.379457
809.462351	5921.372826
809.485294	5917.389666
809.517025	5913.367819
809.63046	5909.377854
809.595158	5905.379373
809.400051	5901.352663
809.475626	5897.377036
809.557981	5893.373575
809.458685	5889.365445
809.551341	5885.348725
809.324358	5881.36482
809.435022	5877.351332
809.417184	5873.360725
809.587927	5869.344905
809.365719	5865.343136
809.312218	5861.373533
809.522753	5857.357783
809.488495	5853.332663
809.373845	5849.352166
809.505894	5845.339783
809.334728	5841.329723
809.40717	5837.322491
809.445043	5833.356688
809.481887	5829.332797
809.452345	5825.357408
809.493372	5821.336123
809.408676	5817.342784
809.356277	5813.31076
809.290449	5809.323138
809.363707	5805.333076
809.281945	5801.325325
809.293619	5797.324884
809.466994	5793.315009
809.393575	5789.304592
809.245326	5785.314818
809.246588	5781.316614
809.263306	5777.321142
809.337548	5773.308
809.355492	5769.305326
809.274635	5765.31712
809.280104	5761.297657
809.291314	5757.307337
809.378043	5753.307236
809.374768	5749.279677
809.345755	5745.304719
809.340194	5741.300395
809.231535	5737.282032
809.111543	5733.299631
809.235557	5729.284015
809.135346	5725.291717
809.379572	5721.286441
809.292963	5717.288434
809.064772	5713.273953
809.151263	5709.288623
809.168163	5705.280592
809.055685	5701.266525
808.998737	5697.289534
809.036626	5693.270525
809.035922	5689.269102
809.148908	5685.252207
809.036668	5681.271119
809.004139	5677.26381
808.882271	5673.264498
809.036085	5669.255504
809.058336	5665.278091
809.020155	5661.243844
808.953168	5657.257105
808.866829	5653.249372
808.84943	5649.257087
809.041754	5645.257863
808.714436	5641.238074
808.869122	5637.27562
808.983716	5633.236595
808.744686	5629.237913
808.679605	5625.241904
808.812189	5621.243947
808.823708	5617.231251
808.721961	5613.236927
808.897057	5609.231613
808.794565	5605.244934
808.808363	5601.21102
808.932066	5597.235169
808.826059	5593.215539
808.67295	5589.224236
808.607749	5585.204128
808.655227	5581.232209
808.748837	5577.218625
808.911679	5573.235535
808.665706	5569.206527
808.627967	5565.217824
808.656698	5561.216096
808.762525	5557.209149
808.589543	5553.193888
808.569938	5549.21438
808.599347	5545.195659
808.479933	5541.197122
808.709608	5537.224779
808.746552	5533.18351
808.540957	5529.216176
808.549845	5525.180834
808.730464	5521.213498
808.631621	5517.198824
808.563133	5513.182443
808.70889	5509.193569
808.797356	5505.176166
808.587355	5501.184364
808.499723	5497.174147
808.58142	5493.197222
808.442415	5489.177512
808.517935	5485.188309
808.534678	5481.168346
808.574465	5477.174833
808.457525	5473.170715
808.60236	5469.167731
808.414814	5465.157899
808.688915	5461.18235
808.505433	5457.166494
808.514722	5453.158262
808.644103	5449.168261
808.519463	5445.161595
808.459121	5441.143513
808.445357	5437.15994
808.560265	5433.14484
808.302271	5429.140365
808.331472	5425.159116
808.285442	5421.155825
808.434107	5417.144692
808.422803	5413.144108
808.341657	5409.139714
808.318581	5405.128811
808.228261	5401.147453
808.362922	5397.131867
808.424187	5393.157083
808.273766	5389.12055
808.234401	5385.127639
808.347432	5381.127883
808.337231	5377.144941
808.304127	5373.120465
808.286808	5369.133469
808.401977	5365.111599
808.279264	5361.121014
808.243808	5357.093726
808.22059	5353.130091
808.258193	5349.125739
808.131435	5345.102352
808.256954	5341.0991
808.259207	5337.123847
808.280727	5333.101248
808.290221	5329.104957
808.338271	5325.119219
808.235893	5321.094455
808.318552	5317.0861
808.261847	5313.124437
808.341766	5309.097756
808.333164	5305.095735
807.895951	5301.094975
807.859387	5297.067658
807.904953	5293.106989
808.017656	5289.088196
808.02033	5285.068781
808.052743	5281.076649
808.033159	5277.089963
807.919617	5273.077061
807.992887	5269.09901
808.098948	5265.078154
807.947386	5261.052868
808.022595	5257.086956
808.027643	5253.079235
807.87116	5249.056263
807.825637	5245.076679
808.043955	5241.068021
808.091869	5237.047565
808.077212	5233.056481
807.958527	5229.071868
808.065779	5225.055455
807.820417	5221.047527
807.812589	5217.060593
807.843096	5213.061345
807.785409	5209.041533
807.908463	5205.056969
807.878126	5201.041563
807.832792	5197.046901
807.83537	5193.043519
807.699154	5189.041697
807.800622	5185.026225
807.920482	5181.062242
807.790301	5177.039792
807.704681	5173.017339
807.602739	5169.056141
807.756483	5165.038485
807.690177	5161.001235
807.748097	5157.03346
807.691227	5153.014462
807.515749	5149.028386
807.551013	5145.01694
807.39102	5141.024052
807.447553	5137.004776
807.782408	5133.011135
807.637339	5129.021469
807.61377	5125.014219
807.732698	5120.991693
807.785195	5117.017228
807.70823	5113.000189
807.51406	5108.998279
807.365125	5104.99627
807.607923	5101.001467
807.494699	5097.011239
807.471622	5092.984426
807.56405	5088.97957
807.509403	5085.006418
807.45578	5080.996917
807.551585	5076.974075
807.507545	5072.998132
807.417367	5069.00155
807.500029	5064.959868
807.484233	5060.995121
807.290123	5056.989409
807.56801	5052.956392
807.427504	5048.987129
807.326291	5044.975583
807.44718	5040.957769
807.387234	5036.98462
807.376953	5032.964192
807.325631	5028.958442
807.434383	5024.971767
807.469668	5020.953406
807.376756	5016.953154
807.28568	5012.966663
807.257629	5008.960058
807.195533	5004.9487
807.280363	5000.955251
807.286915	4996.944248
807.21582	4992.945572
807.399752	4988.965719
807.339409	4984.948277
807.410048	4980.931687
807.319679	4976.966751
807.165767	4972.954008
807.221129	4968.923611
807.151574	4964.941887
807.245975	4960.937419
807.064776	4956.931375
807.194859	4952.948355
807.199273	4948.927098
807.163195	4944.914435
807.164705	4940.929958
807.103846	4936.92376
807.094198	4932.916992
807.312824	4928.934119
807.254588	4924.93707
806.990165	4920.891819
806.983348	4916.920862
807.047042	4912.923382
806.992146	4908.904435
807.101722	4904.916458
807.072192	4900.904896
807.009672	4896.890282
807.105362	4892.921967
807.017419	4888.903287
807.080499	4884.917521
806.870761	4880.886155
806.772291	4876.907585
806.941198	4872.89391
806.898959	4868.895607
806.939627	4864.897507
806.94696	4860.882809
806.939564	4856.896038
806.829437	4852.885216
806.958465	4848.884219
806.930305	4844.882001
806.770208	4840.875235
806.78737	4836.892289
806.680844	4832.853205
806.670171	4828.882992
806.919708	4824.873946
807.013008	4820.88332
806.935568	4816.880227
806.937529	4812.857832
806.714775	4808.877421
806.765081	4804.846287
806.803693	4800.875138
806.802026	4796.841353
806.747289	4792.882203
806.805446	4788.835382
806.790731	4784.879816
806.560315	4780.85195
806.812082	4776.854158
806.717492	4772.850944
806.638472	4768.860619
806.543387	4764.84574
806.694319	4760.850053
806.912804	4756.83404
806.987947	4752.842108
806.744042	4748.862493
806.639747	4744.834564
806.718955	4740.836098
806.776753	4736.844737
806.540024	4732.817693
806.585532	4728.844352
806.668159	4724.830561
806.80781	4720.82158
806.7471	4716.829901
806.639046	4712.818353
806.506506	4708.827533
806.683333	4704.823214
806.547983	4700.821697
806.520398	4696.820265
806.613798	4692.812277
806.519315	4688.805556
806.442101	4684.823404
806.455129	4680.821348
806.473996	4676.799875
806.433018	4672.81493
806.383175	4668.797987
806.556167	4664.803377
806.591576	4660.792116
806.56743	4656.816597
806.438937	4652.793249
806.307944	4648.800579
806.338659	4644.796198
806.369985	4640.780875
806.422072	4636.782402
806.419099	4632.798727
806.294875	4628.781597
806.465631	4624.793784
806.376461	4620.782639
806.372348	4616.761425
806.352379	4612.790606
806.240277	4608.763624
806.316559	4604.77714
806.342018	4600.774342
806.337097	4596.749793
806.20994	4592.778931
806.003882	4588.773483
806.077428	4584.767531
806.033816	4580.76135
806.152411	4576.785711
805.972865	4572.726269
806.082466	4568.761771
806.111187	4564.76362
806.188274	4560.749904
806.190546	4556.752123
806.314843	4552.754602
806.063132	4548.727728
805.923902	4544.7668
806.138308	4540.745323
806.055685	4536.751811
806.049528	4532.737598
806.066123	4528.734809
806.122299	4524.722067
805.937953	4520.753346
806.060264	4516.743302
806.162757	4512.739665
805.971107	4508.716719
805.972496	4504.724244
806.001598	4500.727567
805.899613	4496.732567
805.970064	4492.730459
805.924214	4488.73142
805.920755	4484.717205
806.04032	4480.707288
805.977334	4476.719445
805.970148	4472.727292
805.830714	4468.721795
805.82141	4464.712904
805.883192	4460.710428
806.11512	4456.693505
805.915403	4452.709979
805.9746	4448.717848
805.918199	4444.686963
805.859806	4440.710046
805.804971	4436.686929
805.944902	4432.697055
805.982386	4428.7003
805.856086	4424.71686
805.948746	4420.682844
805.675318	4416.700595
805.726616	4412.676091
805.76323	4408.696717
805.847461	4404.693947
805.826016	4400.685374
805.696963	4396.688446
805.665311	4392.677521
805.744546	4388.670487
805.742272	4384.678605
805.656947	4380.670361
805.728382	4376.677634
805.54509	4372.678726
805.569652	4368.67002
805.72211	4364.663364
805.518609	4360.672447
805.458352	4356.65831
805.580424	4352.663723
805.512308	4348.667927
805.521541	4344.646361
805.533323	4340.657907
805.52601	4336.643749
805.55483	4332.660647
805.638041	4328.660994
805.594813	4324.65504
805.42779	4320.644835
805.466621	4316.648908
805.496462	4312.64673
805.558745	4308.637924
805.338601	4304.654598
805.387831	4300.628791
805.41826	4296.639397
805.279851	4292.645801
805.211727	4288.620521
805.408287	4284.638296
805.341141	4280.624377
805.456413	4276.632211
805.357399	4272.610392
805.270345	4268.632259
805.259329	4264.615704
805.221664	4260.634545
805.255716	4256.609567
805.190972	4252.613866
805.114991	4248.622107
805.225118	4244.626797
805.222223	4240.617049
805.091604	4236.612255
805.157693	4232.603195
805.133602	4228.609438
805.024334	4224.601026
805.030941	4220.619546
805.107737	4216.590214
805.223843	4212.593334
805.162374	4208.597647
805.142445	4204.613807
804.94274	4200.594058
805.032947	4196.590586
805.171456	4192.592828
805.084721	4188.588939
805.204478	4184.579127
805.061549	4180.582581
805.237515	4176.592415
805.181011	4172.579878
805.029016	4168.554397
804.8816	4164.59225
805.092283	4160.591615
804.785423	4156.57704
804.849757	4152.574977
805.033449	4148.578763
804.953557	4144.557677
805.128086	4140.564995
805.025576	4136.568019
804.83605	4132.575915
804.775464	4128.558959
804.875704	4124.567369
805.036869	4120.549095
804.847227	4116.563124
804.979573	4112.564418
804.938042	4108.55483
804.846013	4104.533112
804.909893	4100.569628
804.923698	4096.549402
804.752659	4092.544968
804.799009	4088.547874
804.734167	4084.552547
804.620368	4080.5291
804.770842	4076.557598
804.844906	4072.523722
804.866922	4068.544547
804.696765	4064.535339
804.724398	4060.530423
804.739718	4056.53516
804.71449	4052.534876
804.700377	4048.523263
804.716036	4044.527402
804.7345	4040.527698
804.613073	4036.509879
804.644806	4032.519271
804.762315	4028.520421
804.662147	4024.513784
804.547887	4020.515587
804.532878	4016.497205
804.426577	4012.527811
804.438548	4008.508619
804.436661	4004.516419
804.44535	4000.499227
804.56055	3996.499129
804.533512	3992.508226
804.454865	3988.505718
804.430739	3984.491665
804.334401	3980.492927
804.320454	3976.506045
804.400923	3972.48896
804.319654	3968.493583
804.20899	3964.500887
804.227656	3960.482375
804.325667	3956.495007
804.325504	3952.47418
804.388735	3948.48629
804.311563	3944.474224
804.144232	3940.486368
804.097935	3936.491716
804.170064	3932.460383
804.069704	3928.48584
804.170545	3924.470633
804.146312	3920.459668
804.278116	3916.465144
804.133959	3912.476393
804.15773	3908.458256
804.115081	3904.468046
804.126756	3900.451324
804.28831	3896.47988
804.003304	3892.455004
804.217915	3888.445479
804.284322	3884.459016
804.264946	3880.467286
804.261719	3876.439719
804.320124	3872.45495
804.113773	3868.434306
804.285184	3864.453151
804.191693	3860.453129
804.09191	3856.430568
804.235996	3852.452555
804.074422	3848.440671
804.189498	3844.433627
804.112259	3840.443719
804.218791	3836.426413
804.280925	3832.434663
804.17478	3828.429331
804.187874	3824.389365
804.123663	3820.42462
804.116594	3816.441356
804.067407	3812.430339
804.040179	3808.422359
804.066618	3804.414306
803.951995	3800.424441
803.997983	3796.419579
804.017151	3792.426156
804.033222	3788.42156
803.880658	3784.409202
804.076841	3780.408138
803.954622	3776.413588
803.961874	3772.409716
804.029087	3768.395185
804.076709	3764.423628
803.836019	3760.384313
803.791875	3756.410601
803.921434	3752.3933
803.711833	3748.39654
803.911615	3744.40046
803.90618	3740.386471
803.832859	3736.391193
803.719745	3732.396447
803.678093	3728.39481
803.623105	3724.390965
803.835828	3720.384625
803.748306	3716.38612
803.635332	3712.37644
803.544372	3708.383698
803.612305	3704.386355
803.557842	3700.351741
803.80794	3696.380397
803.650193	3692.377388
803.649989	3688.369835
803.608457	3684.376931
803.688114	3680.357188
803.610044	3676.371362
803.617921	3672.368142
803.521926	3668.35161
803.683156	3664.3758
803.626656	3660.361574
803.650015	3656.336394
803.557897	3652.360242
803.407753	3648.359948
803.672577	3644.361564
803.583	3640.341455
803.372218	3636.336673
803.480666	3632.355258
803.508649	3628.346351
803.31751	3624.345702
803.325728	3620.357077
803.267512	3616.320924
803.361683	3612.345155
803.376054	3608.328891
803.440103	3604.341412
803.30644	3600.339656
803.503219	3596.316589
803.338932	3592.341912
803.185475	3588.322093
803.375316	3584.331381
803.195908	3580.322604
803.429858	3576.306285
803.271395	3572.317026
803.235206	3568.325559
803.08642	3564.322225
803.014319	3560.321793
803.059014	3556.314346
802.990717	3552.314646
803.107185	3548.309318
803.150156	3544.314255
803.144837	3540.309822
802.937899	3536.292186
803.288959	3532.324757
803.18427	3528.299544
803.046979	3524.302639
802.958457	3520.299891
803.030364	3516.2947
803.066195	3512.286973
803.145522	3508.313229
802.971184	3504.284526
802.926443	3500.285048
802.850076	3496.277566
803.05444	3492.295849
802.832326	3488.278852
802.894992	3484.302677
802.989513	3480.274368
802.969119	3476.284571
802.985208	3472.273852
802.749052	3468.280794
802.849827	3464.287689
802.796917	3460.265163
802.797666	3456.261373
802.762717	3452.273803
802.885651	3448.265009
802.874892	3444.275213
802.868797	3440.272474
802.768348	3436.246948
802.685775	3432.268815
802.721931	3428.249199
802.744942	3424.275773
802.665819	3420.255428
802.614033	3416.243868
802.589934	3412.25252
802.615476	3408.254528
802.751786	3404.250829
802.675115	3400.248504
802.69743	3396.233898
802.571671	3392.246817
802.651482	3388.256365
802.545428	3384.236435
802.723892	3380.248586
802.544395	3376.221362
802.562189	3372.236492
802.549456	3368.246445
802.367384	3364.22636
802.562549	3360.243641
802.573216	3356.209488
802.478848	3352.244677
802.553941	3348.221269
802.446778	3344.2179
802.505066	3340.239713
802.485199	3336.186912
802.416325	3332.234886
802.246894	3328.224289
802.397471	3324.218349
802.423185	3320.210934
802.335528	3316.209245
802.423215	3312.210794
802.336855	3308.210442
802.40598	3304.216978
802.238853	3300.209195
802.334017	3296.191546
802.462698	3292.21009
802.363654	3288.197986
802.246592	3284.202425
802.252533	3280.202201
802.362349	3276.182141
802.297454	3272.20435
802.431345	3268.188521
802.306672	3264.19279
801.977272	3260.192272
802.091719	3256.170251
802.242594	3252.193274
802.225814	3248.187488
802.031191	3244.175787
802.134611	3240.200168
802.077531	3236.170974
802.168214	3232.185607
802.172924	3228.162159
802.006677	3224.182034
802.233176	3220.176525
802.173899	3216.156881
802.146583	3212.178139
802.205656	3208.163191
802.102672	3204.180211
802.179788	3200.156507
802.016617	3196.162968
801.951528	3192.169918
802.030352	3188.155023
802.129319	3184.154144
802.040572	3180.130364
801.92992	3176.165992
802.00186	3172.16554
801.955658	3168.15538
801.973178	3164.149509
801.963241	3160.142515
802.034082	3156.155344
802.023394	3152.142141
802.010248	3148.145097
801.805244	3144.157348
801.826419	3140.121332
801.87538	3136.137157
801.851659	3132.148319
801.849467	3128.129185
801.936564	3124.134997
801.9365	3120.129056
801.928191	3116.141621
801.965241	3112.113079
801.731132	3108.144021
801.68293	3104.093966
801.830231	3100.13636
801.782401	3096.122872
801.688368	3092.126744
801.733315	3088.131574
801.706978	3084.099634
801.690284	3080.11299
801.735445	3076.110525
801.672092	3072.116982
801.49619	3068.111577
801.631148	3064.093029
801.618512	3060.118831
801.509362	3056.10338
801.571963	3052.116926
801.479122	3048.092757
801.624129	3044.096948
801.514011	3040.11515
801.388722	3036.083644
801.503034	3032.090429
801.682498	3028.074426
801.444445	3024.103379
801.523338	3020.097599
801.493441	3016.096212
801.59882	3012.093927
801.366266	3008.072303
801.406369	3004.085817
801.415095	3000.088771
801.434055	2996.084192
801.414333	2992.095637
801.324191	2988.038855
801.392181	2984.086573
801.195072	2980.068562
801.312219	2976.077968
801.290597	2972.063961
801.292339	2968.082372
801.146387	2964.065871
801.235365	2960.054779
801.190342	2956.068879
801.22461	2952.052369
801.140101	2948.061329
801.317736	2944.060775
801.348388	2940.061194
801.245374	2936.055952
801.016604	2932.057386
801.298953	2928.046635
801.166418	2924.053996
801.204551	2920.049849
801.132324	2916.027134
801.103834	2912.054596
801.113754	2908.04454
801.142162	2904.054659
801.167812	2900.03632
801.241046	2896.038054
801.079542	2892.035005
801.067279	2888.032576
801.04684	2884.041858
801.074452	2880.028096
800.928113	2876.028137
800.998101	2872.036347
800.93188	2868.035011
800.994081	2864.021038
800.954945	2860.032098
800.944095	2856.024616
800.823191	2852.024954
800.857494	2848.029125
800.88302	2844.019865
800.91198	2840.006447
800.838863	2836.023462
800.884737	2832.008286
800.851998	2828.022803
800.874612	2824.0049
800.768097	2820.010431
800.813273	2816.003045
800.752638	2812.002634
800.780459	2808.015231
800.707726	2803.98484
800.914155	2800.005116
800.726264	2795.99771
800.892555	2792.004904
800.814577	2787.988221
800.699903	2783.999671
800.676648	2779.999929
800.736414	2775.995083
800.723737	2771.986291
800.717693	2767.982388
800.563559	2763.995509
800.599883	2759.984376
800.626796	2755.978709
800.512564	2751.970925
800.652644	2747.97971
800.630203	2743.981806
800.478131	2739.981793
800.626979	2735.974129
800.673426	2731.960817
800.528792	2727.986651
800.496492	2723.967379
800.566852	2719.979757
800.397206	2715.960474
800.451973	2711.968026
800.462428	2707.972311
800.392123	2703.967665
800.475656	2699.956849
800.464163	2695.954709
800.319294	2691.962676
800.422132	2687.956316
800.329154	2683.961864
800.356193	2679.9461
800.396954	2675.949246
800.317416	2671.954891
800.40735	2667.946203
800.330117	2663.95437
800.20799	2659.928958
800.328242	2655.946835
800.309784	2651.938201
800.192308	2647.951972
800.217765	2643.933915
800.084238	2639.934826
800.270472	2635.942265
800.09383	2631.942989
800.048749	2627.928436
799.928465	2623.930866
800.292537	2619.929456
800.141521	2615.930907
800.167703	2611.928185
800.168041	2607.916621
800.006029	2603.93811
800.121493	2599.91421
800.042178	2595.925923
800.080683	2591.894073
799.938116	2587.921563
800.068568	2583.927587
800.183692	2579.920845
799.907155	2575.915252
800.097859	2571.91013
800.053183	2567.905168
799.987259	2563.917275
799.946583	2559.911574
800.010375	2555.897382
800.142547	2551.908293
800.060535	2547.903858
800.154316	2543.913271
799.880905	2539.89346
799.809062	2535.903408
800.028746	2531.905386
800.031402	2527.892078
799.89386	2523.898503
799.96302	2519.877352
799.990966	2515.896543
800.060443	2511.898368
799.881773	2507.884483
799.791175	2503.883272
799.92332	2499.887246
799.879656	2495.882132
799.813712	2491.884821
799.733509	2487.871289
799.877249	2483.880224
799.79201	2479.875499
799.632598	2475.881404
799.766061	2471.879599
799.730838	2467.870966
799.693115	2463.876613
799.664318	2459.861807
799.711977	2455.861821
799.648394	2451.84846
799.651772	2447.867381
799.471276	2443.867946
799.364625	2439.870521
799.252933	2435.851187
799.45004	2431.863674
799.416719	2427.863494
799.513047	2423.85914
799.480177	2419.8368
799.281209	2415.860657
799.516375	2411.856524
799.554791	2407.854459
799.355381	2403.848668
799.167385	2399.844153
799.340345	2395.844493
799.397216	2391.840695
799.369888	2387.850066
799.434853	2383.830446
799.291801	2379.842683
799.318826	2375.84786
799.228507	2371.834223
799.230653	2367.830365
799.390819	2363.839584
799.409547	2359.832438
799.195143	2355.830864
799.024898	2351.818618
799.174935	2347.832396
799.313762	2343.824926
799.238968	2339.822962
799.225019	2335.820547
799.156818	2331.820966
798.907462	2327.827968
798.943745	2323.814113
799.023731	2319.813555
799.261017	2315.809189
799.07709	2311.813135
799.029152	2307.819655
799.06501	2303.819134
798.79055	2299.795677
798.887608	2295.821141
798.891817	2291.803975
798.839783	2287.810719
799.146919	2283.791322
798.951979	2279.805192
799.025856	2275.801368
798.941112	2271.808207
798.786828	2267.791094
798.942675	2263.794781
798.912355	2259.789983
798.911991	2255.803677
798.779654	2251.777133
798.878606	2247.797653
798.964672	2243.793626
798.710804	2239.7948
798.70075	2235.778974
798.772428	2231.785571
798.965271	2227.790243
798.870546	2223.783919
798.72381	2219.771816
798.713918	2215.781959
798.782392	2211.780917
798.746914	2207.776956
798.718201	2203.766149
798.743626	2199.774769
798.524648	2195.772284
798.688628	2191.778997
798.664392	2187.73705
798.60551	2183.77849
798.670186	2179.774566
798.59392	2175.765442
798.371047	2171.760732
798.506722	2167.760057
798.597171	2163.756588
798.559174	2159.773284
798.456451	2155.751162
798.537358	2151.764731
798.360945	2147.75325
798.46652	2143.765856
798.305901	2139.740354
798.487291	2135.756763
798.364391	2131.748283
798.50816	2127.747607
798.503444	2123.734558
798.369435	2119.751755
798.319526	2115.740756
798.355819	2111.755852
798.134884	2107.731018
798.369133	2103.743411
798.212339	2099.743881
798.306369	2095.734925
798.445021	2091.72166
798.256812	2087.739826
798.288346	2083.735721
798.23258	2079.733756
798.274837	2075.720137
798.313651	2071.729698
798.302395	2067.729058
798.299996	2063.730818
798.260116	2059.700682
798.105211	2055.729903
798.202823	2051.731366
798.096862	2047.728684
797.981588	2043.715282
798.092971	2039.71861
798.04153	2035.720666
797.998699	2031.726714
797.977733	2027.702995
797.990471	2023.71751
798.143953	2019.722651
798.031827	2015.70381
797.964489	2011.705233
797.838707	2007.710034
797.922522	2003.701401
798.017082	1999.708396
797.879905	1995.689436
797.870073	1991.712018
797.931601	1987.713935
797.843222	1983.69572
797.891801	1979.694317
797.929933	1975.706368
797.819723	1971.69086
797.658847	1967.703127
797.894455	1963.680316
797.756229	1959.689651
797.795967	1955.696798
797.910879	1951.679933
797.879692	1947.691161
797.721083	1943.68632
797.666956	1939.684112
797.668956	1935.664966
797.662138	1931.694347
797.658094	1927.682101
