Depth (nm)	Load (µN)
412.43082	2822.795267
412.597889	2826.805149
413.030287	2830.80378
413.817682	2834.802166
414.359299	2838.814272
415.015751	2842.806492
415.345392	2846.821655
416.490715	2850.822496
417.13708	2854.820707
417.406227	2858.823534
418.059208	2862.832624
418.521677	2866.819678
419.120821	2870.821393
419.330683	2874.834472
419.752671	2878.842528
420.169478	2882.843581
420.378517	2886.825786
420.566059	2890.843724
420.678747	2894.842881
420.978487	2898.845025
421.445868	2902.848859
421.750384	2906.848528
422.203189	2910.845613
422.750532	2914.851734
423.148816	2918.876579
423.34741	2922.856163
423.556836	2926.869921
423.761383	2930.856018
424.191329	2934.876959
424.595462	2938.863155
425.092034	2942.868058
425.406829	2946.878002
425.680932	2950.882696
425.902952	2954.889741
426.035779	2958.871953
426.423644	2962.885124
426.945711	2966.886397
427.192051	2970.895879
427.47641	2974.886457
427.676374	2978.890896
427.79352	2982.89724
428.210158	2986.890292
428.584549	2990.914627
429.166198	2994.903056
429.653062	2998.915915
429.804891	3002.907297
430.362914	3006.902299
431.366432	3010.92073
431.963548	3014.907868
432.423629	3018.920215
432.987775	3022.913911
433.29781	3026.936548
433.617231	3030.930078
433.911248	3034.928875
434.196706	3038.922294
435.251071	3042.932786
435.820362	3046.945373
436.43565	3050.929246
437.686467	3054.940831
438.195256	3058.935827
438.295477	3062.963839
438.335621	3066.944485
438.397256	3070.955892
438.577697	3074.948227
438.839955	3078.950967
438.888563	3082.952838
439.133433	3086.954727
439.464276	3090.962497
439.58664	3094.963979
439.678959	3098.960237
439.943796	3102.97044
440.375301	3106.969482
440.924938	3110.982129
441.211368	3114.972788
441.490486	3118.975772
441.885731	3122.985967
441.876549	3126.981397
442.09468	3130.968045
442.311768	3134.99712
442.548097	3138.987639
443.015298	3142.987316
443.22699	3147.000499
443.502594	3151.002634
444.215923	3155.000248
444.844764	3158.99501
444.996709	3163.011709
445.264628	3166.99039
445.701044	3171.006512
445.713938	3175.029933
446.151985	3179.016441
446.389233	3183.005801
446.554616	3187.023551
446.674364	3191.013606
447.202098	3195.036797
447.198587	3199.020746
447.301193	3203.024154
447.537915	3207.012063
447.783842	3211.03084
448.096482	3215.068848
448.168092	3219.030804
448.359434	3223.034872
448.725308	3227.039796
448.910615	3231.048194
449.110361	3235.044805
449.473289	3239.052635
449.622383	3243.056005
450.092918	3247.052353
450.184258	3251.069887
450.568014	3255.055641
450.815469	3259.0631
450.900398	3263.065834
451.289333	3267.059744
451.363458	3271.082519
451.770395	3275.065497
452.369975	3279.066515
452.791905	3283.077752
452.942893	3287.076511
453.254513	3291.084664
453.352899	3295.082122
454.617045	3299.098403
455.222173	3303.080789
455.452606	3307.093639
455.682349	3311.09536
455.736356	3315.096205
455.905998	3319.091011
456.46953	3323.096522
456.674665	3327.111467
456.998089	3331.10346
458.397126	3335.102993
459.034648	3339.110516
459.523599	3343.102078
460.061598	3347.123933
460.704708	3351.115483
460.991453	3355.113346
461.236987	3359.11868
461.755752	3363.112339
462.178388	3367.145472
462.31254	3371.119609
462.415318	3375.130217
462.817707	3379.135586
463.281592	3383.132724
463.482391	3387.147706
463.87927	3391.127009
464.245534	3395.146635
464.353846	3399.143341
464.72691	3403.128209
465.072852	3407.177626
465.272937	3411.141566
465.528779	3415.147387
466.214298	3419.16561
466.601135	3423.152377
466.887089	3427.156967
467.300321	3431.161224
467.669812	3435.164898
467.737085	3439.159729
468.277087	3443.18811
468.421265	3447.160426
468.807736	3451.172661
469.166673	3455.177735
469.565232	3459.175295
470.096909	3463.184846
470.45037	3467.200715
470.664741	3471.171762
471.017148	3475.201932
471.480804	3479.178871
472.302363	3483.214651
473.014843	3487.190203
473.436461	3491.193338
474.070598	3495.204844
474.27485	3499.193122
474.711454	3503.210938
474.922764	3507.207007
475.155277	3511.200932
475.252977	3515.217915
475.865543	3519.209839
476.123368	3523.228864
476.206391	3527.208604
476.3671	3531.226603
476.577649	3535.219479
476.953349	3539.241193
477.102674	3543.215756
477.492884	3547.234409
478.459864	3551.227794
478.869297	3555.229643
479.027906	3559.241385
479.191611	3563.240152
479.593464	3567.247593
480.137373	3571.242537
480.392887	3575.245333
480.472994	3579.249354
480.850185	3583.255851
480.893141	3587.246864
481.162152	3591.246499
481.494388	3595.255884
481.510216	3599.264831
481.845752	3603.266155
481.988614	3607.259628
482.562491	3611.252959
483.364168	3615.284306
483.693595	3619.266151
484.210815	3623.277103
484.31905	3627.283422
485.051602	3631.280795
485.282777	3635.270836
485.727723	3639.286007
485.867675	3643.286194
486.230799	3647.292598
486.26618	3651.271454
486.563886	3655.292958
486.857464	3659.293612
487.09647	3663.306889
487.499168	3667.289858
487.540479	3671.282901
487.919551	3675.304845
488.554474	3679.295459
489.036312	3683.329772
489.202948	3687.315303
489.426028	3691.306164
489.589325	3695.312611
489.843579	3699.317666
490.270211	3703.31927
490.697456	3707.325679
491.558686	3711.337499
491.910891	3715.322449
492.184309	3719.314697
492.650919	3723.350499
492.705938	3727.318901
493.025592	3731.330979
493.283175	3735.334498
493.849001	3739.346156
493.993132	3743.350055
494.561511	3747.329745
495.02245	3751.345369
495.426082	3755.353988
495.86102	3759.349102
496.152632	3763.362528
496.338993	3767.35683
496.764553	3771.362533
497.038481	3775.361382
497.36982	3779.364411
497.63876	3783.356034
498.112866	3787.382486
498.245163	3791.364738
498.685547	3795.375035
499.057404	3799.361113
499.220247	3803.374464
499.540874	3807.39939
499.611306	3811.368453
499.859473	3815.395356
500.59045	3819.371891
501.016513	3823.402496
501.310866	3827.385689
501.63911	3831.392981
501.791166	3835.388823
502.149	3839.392048
502.54607	3843.404366
502.622229	3847.439735
503.138081	3851.409066
503.544772	3855.409697
503.928082	3859.415612
504.227945	3863.408697
504.603146	3867.42016
505.034011	3871.408061
505.424532	3875.419269
506.018933	3879.428392
506.447654	3883.424224
506.891376	3887.42976
507.138008	3891.422257
507.391844	3895.422311
507.859102	3899.435099
508.029605	3903.448344
508.473413	3907.425462
508.669638	3911.439548
509.030093	3915.436565
509.222433	3919.428807
509.253562	3923.443967
509.609993	3927.449508
509.852726	3931.456896
509.908637	3935.449279
510.010687	3939.445595
510.104185	3943.466163
510.390189	3947.454131
510.451856	3951.470967
510.708605	3955.463139
511.344476	3959.459034
511.303089	3963.462493
511.492466	3967.479312
511.969982	3971.476915
512.086161	3975.468626
512.459405	3979.473962
513.48399	3983.487224
514.006864	3987.476343
514.565509	3991.488736
514.714019	3995.494436
515.003004	3999.484409
515.366833	4003.496824
515.778991	4007.473742
516.057312	4011.485571
516.47702	4015.515105
516.657075	4019.507436
516.899675	4023.495188
517.407194	4027.512282
517.670469	4031.497121
517.844239	4035.529325
518.27778	4039.492286
518.490898	4043.512017
518.701523	4047.511344
518.99557	4051.516296
519.528533	4055.514486
520.265762	4059.542749
520.62552	4063.514903
521.173899	4067.529222
521.301516	4071.530045
521.691661	4075.52186
522.319141	4079.53678
522.844302	4083.534192
523.09804	4087.534817
523.80901	4091.548077
524.337154	4095.546641
524.478315	4099.561165
524.799341	4103.533417
525.413972	4107.543764
525.974359	4111.569622
526.365598	4115.566492
526.629834	4119.536168
526.702789	4123.563806
527.039778	4127.546162
527.180955	4131.571605
527.65989	4135.561979
527.999818	4139.576349
528.170461	4143.575204
528.338602	4147.572688
528.688547	4151.572183
528.935693	4155.570242
529.171327	4159.583513
529.70634	4163.588861
529.887238	4167.573664
530.015532	4171.573649
530.315357	4175.595253
530.565817	4179.580422
530.827821	4183.587608
530.974597	4187.609331
531.301177	4191.593088
531.677433	4195.590096
532.101209	4199.612389
532.3072	4203.598862
532.687488	4207.616825
533.182539	4211.598446
533.551735	4215.604338
533.86099	4219.614051
534.067265	4223.602432
534.24772	4227.622376
534.529906	4231.630554
534.911487	4235.618745
535.353077	4239.628764
535.486611	4243.632136
535.784174	4247.621086
535.962626	4251.634417
536.131238	4255.635544
536.192399	4259.627956
536.650081	4263.653453
536.886192	4267.636209
537.193695	4271.635924
537.150801	4275.643899
537.306262	4279.645178
537.345119	4283.637483
537.834782	4287.664766
537.813047	4291.653379
538.248426	4295.661909
539.070893	4299.652022
539.506282	4303.657441
539.674432	4307.652066
539.864411	4311.676823
540.287012	4315.67325
540.747339	4319.667814
541.164507	4323.676921
541.678293	4327.676243
541.869073	4331.658782
541.947007	4335.680652
542.262692	4339.683168
542.606413	4343.685826
542.874777	4347.676616
543.145119	4351.682621
543.370359	4355.691866
543.687144	4359.712945
543.953113	4363.699262
544.512975	4367.691406
544.869629	4371.702926
545.244899	4375.707375
545.656678	4379.697962
546.136487	4383.718338
546.339633	4387.689789
546.704169	4391.707421
546.891466	4395.710582
547.17733	4399.713178
547.387898	4403.715745
547.594711	4407.717509
547.717443	4411.72472
548.134654	4415.73538
548.287384	4419.699403
548.542202	4423.741364
548.901401	4427.723156
549.393442	4431.744719
549.551961	4435.722085
549.694046	4439.733733
549.913698	4443.743317
550.043854	4447.732742
550.320757	4451.735403
550.693632	4455.751489
551.076126	4459.75667
551.333431	4463.740132
551.5317	4467.747529
551.813382	4471.779203
551.974478	4475.732671
552.113091	4479.745329
552.347707	4483.760701
553.145614	4487.779966
553.488241	4491.745985
553.674052	4495.77906
554.319537	4499.781822
554.571884	4503.764247
555.28922	4507.791232
555.703081	4511.762335
556.420075	4515.775125
556.92152	4519.793406
556.91751	4523.766937
557.131881	4527.786279
557.36951	4531.793075
557.872123	4535.759243
558.154699	4539.830162
558.243684	4543.797778
558.456649	4547.771784
558.342706	4551.809284
558.633715	4555.799122
559.076795	4559.793926
559.520608	4563.801418
559.779702	4567.799143
560.009001	4571.804647
560.307554	4575.816846
560.620745	4579.799471
560.716475	4583.830717
561.086449	4587.834172
561.342821	4591.823759
561.607592	4595.824124
561.825594	4599.821501
561.698344	4603.814497
562.175222	4607.848066
562.474036	4611.821511
563.024828	4615.83431
563.140358	4619.833557
563.520126	4623.832087
564.097205	4627.834317
564.004905	4631.867441
564.31224	4635.826838
564.580634	4639.855955
565.004547	4643.864705
565.4051	4647.823707
565.756189	4651.859676
566.208614	4655.854709
566.19924	4659.850024
566.867835	4663.873276
567.284447	4667.858641
567.781452	4671.863652
567.998855	4675.884239
567.981873	4679.862049
568.180709	4683.873043
568.418458	4687.871979
568.574558	4691.868732
568.79616	4695.87046
568.991892	4699.872282
569.63361	4703.894375
569.53018	4707.864
569.973864	4711.898248
570.200741	4715.875864
570.196403	4719.878671
570.301888	4723.918242
570.508319	4727.886426
570.923499	4731.89982
571.062024	4735.909582
571.409594	4739.898021
571.619578	4743.902442
571.932344	4747.930138
572.242805	4751.891504
572.522668	4755.919107
572.882556	4759.896284
572.873541	4763.916313
573.176752	4767.917487
573.16994	4771.92588
573.363919	4775.917941
573.353736	4779.926071
574.11566	4783.928116
574.54709	4787.936099
574.893801	4791.938016
575.021616	4795.920919
575.167586	4799.938117
575.479562	4803.940097
575.401853	4807.92736
575.740971	4811.938861
576.218097	4815.970149
577.004262	4819.937059
577.406888	4823.959759
577.463788	4827.943724
577.621105	4831.952235
577.80866	4835.949772
578.067055	4839.971837
578.650054	4843.943787
578.991741	4847.966147
579.083106	4851.959151
579.193073	4855.965654
579.370354	4859.967691
579.551434	4863.971954
580.101989	4867.96766
580.305401	4871.97876
580.45183	4875.9716
580.894831	4879.976601
581.17836	4883.986811
580.933523	4887.977528
581.235945	4891.984899
581.430771	4895.983751
581.646566	4899.978035
581.91477	4904.00625
582.296378	4908.001708
582.455258	4911.986924
582.839968	4916.008201
583.459431	4919.997409
583.7767	4924.017557
584.529542	4927.996053
585.159095	4932.026291
585.641401	4936.017167
585.961231	4940.002483
586.23415	4944.016444
586.202127	4948.014297
586.540782	4952.035494
586.679936	4956.012488
587.063488	4960.034315
587.384661	4964.021878
587.746826	4968.026765
587.931081	4972.032577
588.211845	4976.016941
588.336633	4980.045214
588.790312	4984.039939
588.793971	4988.026475
589.189388	4992.043664
589.436977	4996.054296
590.094726	5000.047895
590.478054	5004.047823
590.812181	5008.05298
590.881736	5012.041824
591.287367	5016.074699
591.394729	5020.0507
591.851289	5024.048219
592.161969	5028.06482
592.232649	5032.06388
592.541667	5036.056334
592.710013	5040.082072
593.03772	5044.05945
593.152092	5048.07531
593.3992	5052.069844
593.618021	5056.067116
594.048392	5060.091187
594.182102	5064.068303
594.453611	5068.070591
594.802164	5072.08446
595.062683	5076.08889
595.291878	5080.080833
595.492556	5084.08775
595.613541	5088.083267
595.907923	5092.105044
595.963495	5096.097811
596.02637	5100.081083
596.050538	5104.104248
596.443222	5108.117094
596.987768	5112.091938
597.008485	5116.109215
597.414916	5120.100263
597.677699	5124.120709
598.18575	5128.121163
598.266262	5132.118605
598.650341	5136.109254
598.804625	5140.133251
598.923243	5144.11466
598.957815	5148.122327
599.185651	5152.133613
599.380216	5156.123008
599.704614	5160.127709
599.963427	5164.138737
600.233468	5168.148623
600.674372	5172.129896
600.746033	5176.139352
601.228689	5180.15789
601.575141	5184.133454
602.07544	5188.164689
602.479376	5192.135967
602.678109	5196.14949
602.827489	5200.153927
602.975849	5204.161494
603.860359	5208.169406
603.996402	5212.155753
604.427413	5216.175197
604.419533	5220.154136
604.368559	5224.157809
604.484067	5228.164175
604.926553	5232.196521
604.921308	5236.164258
605.157478	5240.159402
605.15574	5244.194601
605.390849	5248.19052
605.528087	5252.179624
606.14821	5256.189738
606.572768	5260.192515
607.008212	5264.179365
607.040059	5268.196147
607.375239	5272.203525
607.58382	5276.177641
607.898335	5280.200538
608.100863	5284.201356
608.445017	5288.188103
608.424164	5292.236067
608.673493	5296.196915
608.603588	5300.200173
608.865455	5304.22076
609.017491	5308.207283
609.939911	5312.23245
609.938573	5316.214454
610.238288	5320.208699
610.686766	5324.235059
611.017304	5328.232227
611.282914	5332.209439
611.425469	5336.225011
611.412898	5340.242229
611.736069	5344.237886
612.426032	5348.236289
612.611515	5352.250343
613.029761	5356.220987
613.380682	5360.264502
613.702519	5364.239621
613.889003	5368.240852
613.928678	5372.249605
613.817403	5376.232846
614.375592	5380.269152
614.691959	5384.252785
614.978643	5388.271175
614.960649	5392.233034
615.275812	5396.264649
615.51142	5400.270924
615.74536	5404.270857
615.844452	5408.25725
615.959024	5412.27075
616.082655	5416.267271
616.395897	5420.281173
616.701761	5424.280983
617.022569	5428.293766
617.216093	5432.260987
617.41658	5436.267517
617.856304	5440.305275
618.276822	5444.289627
618.524388	5448.30811
618.886236	5452.274126
619.079279	5456.289192
619.346447	5460.29338
619.908232	5464.302913
620.478538	5468.298695
620.692002	5472.315285
621.118201	5476.284658
621.226643	5480.318212
621.305545	5484.290344
621.540176	5488.333013
621.9138	5492.308179
621.999851	5496.321929
622.162836	5500.304014
622.416925	5504.332217
622.344543	5508.309791
622.561143	5512.32515
623.16188	5516.341663
623.375736	5520.324166
623.903768	5524.328064
623.791939	5528.351381
624.228111	5532.304662
624.710812	5536.372642
624.62559	5540.32681
625.002212	5544.330048
625.268084	5548.348751
625.418512	5552.341354
625.621127	5556.361357
626.078055	5560.33253
626.472852	5564.363649
626.692995	5568.353993
626.904866	5572.355617
626.97664	5576.343586
627.139493	5580.353279
627.128958	5584.382182
627.347169	5588.374162
627.471598	5592.34567
627.435295	5596.372994
627.594112	5600.363409
627.557855	5604.375041
627.938476	5608.378495
628.495537	5612.389078
629.079511	5616.373206
629.324994	5620.379398
629.432326	5624.397403
629.691095	5628.390874
629.951833	5632.386556
630.065522	5636.389355
630.37517	5640.412679
630.627257	5644.385438
630.95219	5648.387936
631.243058	5652.408799
631.7482	5656.399048
631.887665	5660.401028
632.255588	5664.413331
632.650184	5668.415223
632.667704	5672.406258
632.967725	5676.442993
633.204145	5680.386923
633.300053	5684.423479
633.41078	5688.449804
633.549591	5692.396686
633.667276	5696.432172
633.830394	5700.434083
633.991414	5704.444754
634.146901	5708.404975
634.530517	5712.43763
634.53732	5716.436085
634.670577	5720.419621
634.81355	5724.440139
635.190426	5728.455132
635.532324	5732.423434
635.621933	5736.455753
636.07675	5740.456531
636.675014	5744.446324
636.899011	5748.452736
637.055984	5752.463436
636.988851	5756.44214
637.125451	5760.467399
637.724937	5764.451407
637.983711	5768.459368
638.342342	5772.470237
638.98119	5776.453081
639.491612	5780.465842
639.721659	5784.462923
640.010869	5788.474285
640.295569	5792.46343
640.601321	5796.484726
640.876518	5800.494063
641.126194	5804.467581
641.45471	5808.480492
641.707338	5812.49774
642.047664	5816.492007
642.141538	5820.48353
642.08724	5824.503428
642.363355	5828.47995
642.495084	5832.506966
642.678018	5836.503354
642.763614	5840.476369
642.9646	5844.525342
643.20082	5848.488056
643.455224	5852.491329
643.406114	5856.51626
643.537884	5860.51346
643.451663	5864.495539
643.719765	5868.525515
643.844936	5872.522777
644.427619	5876.519645
644.655455	5880.514896
645.17926	5884.514692
645.334211	5888.525332
645.619315	5892.540455
645.860174	5896.530368
646.243784	5900.532887
646.407605	5904.524986
646.928946	5908.543312
647.306467	5912.53612
647.790547	5916.529741
648.123121	5920.554929
648.303618	5924.54465
648.774552	5928.552639
649.145784	5932.554247
649.539131	5936.538765
649.682578	5940.561812
650.033089	5944.565402
650.128229	5948.552833
650.547994	5952.579077
650.519773	5956.545827
650.762529	5960.562053
650.901212	5964.583388
651.262077	5968.556133
651.234699	5972.563024
651.470745	5976.567352
651.773626	5980.582263
651.99465	5984.56789
652.251626	5988.581084
652.369387	5992.591366
652.565698	5996.592975
652.703618	6000.595732
652.957851	6004.591924
653.096912	6008.599856
653.070382	6012.580846
653.444078	6016.612357
653.765679	6020.601609
654.103537	6024.599576
654.275423	6028.601403
654.59132	6032.597316
654.563382	6036.597921
654.856923	6040.610948
655.194157	6044.624103
655.158581	6048.617865
655.563655	6052.611373
655.841078	6056.601568
656.219154	6060.634056
656.612659	6064.630146
657.082178	6068.611891
657.353535	6072.632738
657.438896	6076.619651
657.780234	6080.630045
657.783927	6084.621098
658.319194	6088.654442
658.840418	6092.631447
659.516705	6096.643893
659.573977	6100.664222
659.729915	6104.618769
659.735842	6108.652165
660.040629	6112.641823
660.045546	6116.658516
660.220676	6120.639139
660.488914	6124.655753
660.753796	6128.667011
661.078731	6132.63713
661.263102	6136.668445
661.433429	6140.659917
661.485606	6144.660184
661.800026	6148.666855
661.934146	6152.66754
662.232145	6156.67193
662.261677	6160.65729
662.449512	6164.674239
662.603881	6168.685946
662.919982	6172.677818
663.124648	6176.672465
663.999871	6180.692831
664.44707	6184.695729
664.955151	6188.686174
665.037073	6192.679206
665.696843	6196.705499
666.163055	6200.681641
666.434942	6204.702338
666.572649	6208.712248
666.539584	6212.671645
667.138379	6216.725463
667.510085	6220.68158
667.719025	6224.712569
668.033161	6228.701232
668.107167	6232.715835
668.343183	6236.714184
668.334633	6240.691728
668.512073	6244.737015
668.687604	6248.712259
668.725046	6252.710435
668.896567	6256.737547
669.130809	6260.717321
669.263535	6264.717365
669.633998	6268.734274
670.01406	6272.731229
670.40805	6276.742263
670.521759	6280.738192
671.439743	6284.764499
671.707401	6288.717617
672.12088	6292.768118
673.115242	6296.755114
673.392917	6300.741211
673.682825	6304.744808
674.037009	6308.744519
674.162268	6312.776545
674.533083	6316.75666
675.044643	6320.759341
675.165918	6324.770495
675.303142	6328.732458
675.220218	6332.755642
675.477394	6336.78251
675.587323	6340.769635
675.836995	6344.76057
675.985459	6348.765633
676.093441	6352.791664
676.091512	6356.74609
676.262797	6360.787515
676.620152	6364.806325
677.145518	6368.783685
677.362741	6372.799899
677.777148	6376.781531
678.447066	6380.797376
678.792273	6384.786755
679.212131	6388.798153
679.320059	6392.794111
679.552528	6396.802684
679.882266	6400.793784
680.240227	6404.818919
680.236577	6408.817147
680.275707	6412.798603
680.500105	6416.799758
680.841888	6420.822266
680.848776	6424.808231
681.015885	6428.796674
681.253958	6432.832246
681.562505	6436.821016
681.752803	6440.835741
682.027723	6444.82524
682.146786	6448.818974
682.521383	6452.838959
682.775322	6456.836528
682.978544	6460.830868
683.454751	6464.815361
683.394973	6468.831132
683.551917	6472.851546
684.038155	6476.848592
684.526953	6480.82707
684.967572	6484.871575
685.297076	6488.844197
685.685703	6492.84434
685.991458	6496.864456
686.830252	6500.871945
686.750826	6504.837325
687.050783	6508.847402
687.135288	6512.862853
687.425768	6516.868472
687.719282	6520.85802
687.94037	6524.854509
688.098621	6528.88924
688.487743	6532.884858
689.087678	6536.863888
689.624454	6540.891684
689.813402	6544.890851
690.18032	6548.85323
690.416847	6552.857802
690.702605	6556.911823
690.874813	6560.870603
690.814367	6564.900434
691.349084	6568.892005
691.417225	6572.870282
691.849478	6576.893328
692.055269	6580.882024
692.268602	6584.910388
692.288085	6588.905391
692.590878	6592.885419
692.731327	6596.928294
692.973766	6600.889377
692.95223	6604.908094
693.241363	6608.913053
693.503461	6612.920792
693.918036	6616.910948
694.271212	6620.925474
694.368338	6624.909314
694.599181	6628.929652
694.727756	6632.900426
694.915454	6636.930723
695.123001	6640.928279
695.135622	6644.930512
695.49514	6648.934552
695.658877	6652.938871
695.933809	6656.924429
696.059648	6660.939593
696.34497	6664.93034
696.449434	6668.940704
696.424784	6672.953599
696.69038	6676.935506
696.856749	6680.929909
696.929952	6684.971121
697.187581	6688.959238
697.197071	6692.945034
697.671894	6696.95728
698.101923	6700.966803
698.652443	6704.957818
699.093593	6708.985876
699.723188	6712.953954
700.375543	6716.979095
700.772669	6720.988505
701.009484	6724.945283
701.088453	6728.975452
701.521436	6732.996073
701.733434	6736.939411
702.035574	6741.008593
702.378935	6744.98686
702.533434	6748.971058
702.705584	6752.9814
702.724525	6756.98039
703.028497	6761.001003
702.963134	6764.999491
703.174639	6768.97887
703.375149	6772.993799
703.327019	6776.996882
703.731163	6781.011635
704.301012	6785.014851
704.342127	6788.993492
704.487328	6793.010164
704.665988	6797.017864
704.886895	6801.010514
705.045461	6805.020323
705.009962	6809.020555
705.282153	6813.004201
705.571442	6817.005275
706.032525	6821.020749
706.298138	6825.029258
706.665102	6829.040498
707.002837	6833.03121
707.167286	6837.039168
707.327848	6841.04203
707.470248	6845.028895
707.722827	6849.046226
708.113975	6853.025123
708.753267	6857.052795
709.372861	6861.062764
710.05347	6865.031366
710.523482	6869.073565
710.639311	6873.037271
711.000675	6877.052527
711.050129	6881.045106
711.299387	6885.061797
711.637518	6889.06513
712.051296	6893.047759
712.253434	6897.06638
712.376271	6901.038388
712.539511	6905.096214
712.638001	6909.042417
712.618028	6913.085979
712.984839	6917.067811
713.588766	6921.097118
713.981368	6925.089027
714.355713	6929.064821
714.791397	6933.084112
715.032063	6937.090321
715.150896	6941.08024
715.405396	6945.083687
715.97186	6949.091477
716.188744	6953.092147
716.305918	6957.10555
716.469424	6961.090502
716.86602	6965.116081
717.132177	6969.135879
717.502294	6973.091569
717.790247	6977.136631
718.192362	6981.089047
718.236868	6985.109228
718.507263	6989.113494
719.076352	6993.129445
719.312247	6997.120134
719.20079	7001.115715
719.685945	7005.136299
719.942616	7009.106615
720.126215	7013.122492
720.607752	7017.144849
720.871975	7021.102631
721.117302	7025.128749
722.011447	7029.152702
722.122366	7033.131512
722.178239	7037.120187
722.397855	7041.157721
722.609602	7045.120468
722.759687	7049.147094
723.140456	7053.132998
723.397477	7057.163419
723.701438	7061.155415
724.043119	7065.147622
724.301591	7069.159932
724.825316	7073.17037
725.217931	7077.141981
725.345096	7081.181082
725.637522	7085.148216
725.628554	7089.16838
726.072029	7093.160324
726.207221	7097.157141
726.331931	7101.179305
726.577458	7105.171025
726.758115	7109.187743
726.863661	7113.174805
727.307672	7117.196494
727.684563	7121.190563
728.102147	7125.173188
728.663642	7129.199539
728.781709	7133.188131
729.153964	7137.185911
729.367277	7141.204565
729.809485	7145.20098
730.127162	7149.213664
730.357728	7153.214424
730.595955	7157.198334
731.046394	7161.213329
731.515357	7165.203609
731.451161	7169.198732
731.632374	7173.206705
731.834519	7177.222733
731.837828	7181.197387
732.029029	7185.216297
732.138495	7189.229649
732.412832	7193.204697
732.352166	7197.259578
732.588687	7201.202121
733.049666	7205.220214
733.352105	7209.237996
733.698948	7213.24353
733.780465	7217.227517
733.96693	7221.251086
734.313597	7225.235394
734.488814	7229.21889
734.526339	7233.253652
734.640836	7237.244094
734.917685	7241.264859
734.969842	7245.223759
735.1397	7249.25935
735.193642	7253.265341
735.352557	7257.25525
735.442299	7261.243384
735.575558	7265.274175
736.471165	7269.276637
736.846119	7273.22595
736.906232	7277.262669
737.248866	7281.290363
737.524775	7285.271394
737.661726	7289.24397
738.02984	7293.273107
738.158465	7297.275212
738.436127	7301.281927
738.693068	7305.27446
738.934472	7309.291554
739.279031	7313.288061
739.737874	7317.295605
740.110792	7321.297123
740.793412	7325.286223
741.150807	7329.291453
741.413532	7333.282959
741.775451	7337.321933
742.179084	7341.297962
742.492423	7345.295368
742.717833	7349.296696
742.822588	7353.306426
743.079519	7357.318347
743.244418	7361.288823
743.5728	7365.33016
743.680523	7369.298256
744.059852	7373.33057
744.32047	7377.302063
744.555506	7381.321872
744.923725	7385.332328
745.124231	7389.300596
745.28563	7393.345413
745.714975	7397.326131
745.887413	7401.336562
746.033509	7405.327798
746.194705	7409.328022
746.526992	7413.35261
746.706608	7417.314916
746.988353	7421.357668
747.257788	7425.344631
747.243732	7429.326858
747.932558	7433.383029
748.321517	7437.336609
748.654136	7441.346892
749.190011	7445.369899
749.493958	7449.366644
749.79422	7453.339316
749.969461	7457.34684
750.169334	7461.381391
750.701093	7465.363579
750.767008	7469.361313
751.060355	7473.374593
751.466524	7477.37251
751.928984	7481.394946
752.336344	7485.381242
752.978908	7489.377969
753.055769	7493.372443
753.307227	7497.377955
753.426941	7501.395668
753.653395	7505.36987
753.82483	7509.393479
754.311049	7513.412841
754.419147	7517.368305
754.826187	7521.397295
754.852939	7525.393887
755.267165	7529.388065
755.337417	7533.433195
755.851489	7537.385699
756.389978	7541.404677
756.654802	7545.41928
756.912597	7549.400156
757.1785	7553.408589
757.129465	7557.40812
757.572552	7561.4329
757.692742	7565.420387
757.788427	7569.402383
758.036072	7573.42679
758.143139	7577.420704
758.519313	7581.428826
758.740022	7585.455489
758.95012	7589.421945
759.274633	7593.420142
759.39384	7597.46206
759.418082	7601.412282
759.720324	7605.447555
760.498482	7609.482022
761.114297	7613.41842
761.521006	7617.445287
762.014435	7621.47016
762.422628	7625.419545
762.720954	7629.475532
762.921399	7633.447917
763.246136	7637.435754
763.550617	7641.463348
763.847877	7645.472953
764.152435	7649.442566
764.526115	7653.463109
764.715219	7657.458413
764.804022	7661.470439
765.104539	7665.502567
765.238236	7669.467711
765.490048	7673.451959
766.057821	7677.505025
766.184097	7681.471164
766.40967	7685.466042
767.129508	7689.526043
767.509601	7693.480562
767.651385	7697.463872
768.054301	7701.47057
768.088899	7705.485445
768.17589	7709.507352
768.4154	7713.49713
768.69113	7717.489519
768.690077	7721.505146
768.848245	7725.487044
769.227207	7729.513529
769.271309	7733.491669
769.330253	7737.500787
769.326328	7741.510097
769.501962	7745.514995
769.859243	7749.542137
770.148038	7753.499202
770.472188	7757.490131
770.678297	7761.517676
770.899076	7765.552625
771.321607	7769.508486
771.7245	7773.538512
771.957956	7777.539338
771.993039	7781.520973
772.451804	7785.522602
772.753699	7789.544867
773.169409	7793.542016
773.41762	7797.53839
773.77047	7801.532965
774.160241	7805.553102
774.308169	7809.528154
774.744395	7813.575393
775.059972	7817.533599
775.152088	7821.565337
775.303221	7825.547555
775.582041	7829.553826
775.906019	7833.553737
776.08767	7837.5443
776.298883	7841.588703
776.352022	7845.573448
776.425792	7849.538245
776.832462	7853.577804
776.82135	7857.590227
776.898523	7861.544883
777.097307	7865.573048
777.433672	7869.60307
777.852982	7873.5885
778.109755	7877.572987
778.178536	7881.562897
778.3758	7885.60008
779.273833	7889.612774
779.792278	7893.600734
779.973991	7897.55441
780.3534	7901.608538
780.626043	7905.585908
